provincia|calle|nombre_calle|cod_2024
2|1620|AV PATRICIAS ARGENTINAS|17033
2|9145|PATRON|17035
2|9160|PAUNERO|17037
2|9165|PAVON|17038
2|10000|ROBERTO J PAYRO|17039
2|9170|PAYSANDU|17040
2|1400|AV GRAL PAZ|17041
2|6705|JOSE C PAZ|17140
2|7970|MARCOS PAZ|17043
2|9175|PAZ SOLDAN|17044
2|6800|JOSE PAZOS|17045
2|9185|PEDERNERA|17047
2|7915|MANUELA PEDRAZA|17048
2|9255|PEHUAJO|17049
2|9260|PEIPING|17050
2|3490|CARLOS PELLEGRINI|17052
2|3425|CARLOS E PELLEGRINI|17053
2|640|ANGEL PELUFFO|
2|9265|PENA|17054
2|4555|DR DAVID PENA|17055
2|9270|PEPIRI|17056
2|9275|PERDRIEL|17057
2|3450|CARLOS H PERETTE|17157
2|9280|PEREYRA|17059
2|9285|PEREYRA LUCENA|17060
2|1050|AV BENITO PEREZ GALDOS|17063
2|6075|GREGORIA PEREZ|17064
2|3985|COMISARIO JOAQUIN V PEREZ|17062
2|6755|JOSE JULIAN PEREZ|17061
2|10095|ROQUE PEREZ|17065
2|11270|VICENTE PEREZ ROSALES|17066
2|9290|PERGAMINO|17067
2|9295|PERIBEBUY|17068
2|9300|PERNAMBUCO|17069
2|10995|TTE GENERAL JUAN D PERON|3050
2|9305|PERRAULT|17070
2|9310|PERU|17071
2|9315|PESCADORES|17072
2|5123|EMILIO PETTORUTI|
2|9320|PESTALOZZI|17073
2|9330|PI Y MARGALL|17094
2|9335|PICHEUTA|17075
2|9340|PICHINCHA|17076
2|9345|PICO|17074
2|1640|AV PIEDRABUENA|17077
2|9350|PIEDRAS|17078
2|9355|PIERES|17079
2|9365|PILA|17080
2|9370|PILAR|17081
2|10130|JOSE IGNACIO RUCCI (EX PILAR)|17081
2|9375|PILCOMAYO|17082
2|9380|PILLADO|17083
2|1645|AV PINEDO|17084
2|6495|INTENDENTE PINEDO|17085
2|7455|LEON PINELO|17086
2|9385|PINTO|17087
2|9390|PINZON|17088
2|9405|PIRAN|17089
2|9410|PIROVANO|17090
2|11285|VICTOR PISSARRO|17091
2|17092|PITAGORAS|17092
2|4580|DR EDUARDO PITTALUGA|17093
2|9415|PIZARRO|17095
2|5655|FRANCISCO PIZARRO|17096
2|9420|PIZZURNO|17097
2|9505|PLANES|17098
2|9510|PLAZA|17099
2|8755|OLOF PALME|16050
2|9515|PLUMERILLO|17100
2|9520|PLUS ULTRA|17101
2|9525|PLUTARCO|17102
2|6745|JOSE J PODESTA|17103
2|8865|PABLO PODESTA|17104
2|9530|POLA|17105
2|9540|POLONIA|17106
2|10975|TTE CORONEL GREGORIO POMAR|17107
2|650|ANIBAL PONCE|17108
2|7895|MANUEL PORCEL DE PERALTA|17110
2|9545|PORTELA|17111
2|9550|PORTILLO|17112
2|9555|PORTUGAL|17113
2|9560|POSADAS|17114
2|4535|DR ALEJANDRO POSADAS|17115
2|9565|POSTA|17116
2|9570|POSTA DE HORNILLOS|17117
2|9575|POTOSI|17118
2|9580|PRACTICO POLIZA|17119
2|9585|PRAGA|17120
2|9595|PRELADO D B RISSO PATRON|19045
2|9610|PRIMERA JUNTA|10016
2|6855|JUAN B PRIMOLI|17122
2|9615|PRINGLES|17123
2|5180|ENRIQUE PRINS|17124
2|9625|PROMETEO|17125
2|9630|PROVINCIAS UNIDAS|17126
2|11015|TTE MANUEL S PRUDAN|17127
2|9660|PUAN|17128
2|6030|GENERAL MANUEL PUCH|17129
2|9665|PUENTE DEL INCA|17130
2|9675|PUERTO PRINCIPE|17131
2|1675|AV PUEYRREDON|17132
2|1265|AV DR HONORIO PUEYRREDON|17133
2|9605|PRILIDIANO PUEYRREDON|17134
2|9680|PUJOL|17135
2|9685|PUMACAHUA|17136
2|9690|PUNA|17137
2|9695|PUNTA ARENAS|17138
2|1170|AV COMODORO PY|3247
2|1465|AV ING JOSE N QUARTINO|18001
2|9700|QUEBRACHO|18002
2|9705|QUERANDIES|18003
2|9710|QUEROL|18004
2|9715|QUESADA|18005
2|9720|QUEVEDO|18006
2|9725|QUILMES|18007
2|9735|QUINTANA|18010
2|1665|AV PTE QUINTANA|18012
2|1530|AV LIDORO J QUINTEROS|18013
2|9730|QUINQUELA MARTIN|1137
2|9745|QUIRNO|18014
2|4690|DR NORBERTO QUIRNO COSTA|18015
2|6320|HORACIO QUIROGA|18016
2|9750|QUIROS|18017
2|9755|QUITO|18018
2|10985|TTE GENERAL EDUARDO RACEDO|19106
2|9775|RAFAELA|19001
2|9780|RAMALLO|19002
2|3470|CARLOS MARIA RAMIREZ|19003
2|3805|COMODORO CEFERINO RAMIREZ|19105
2|6970|JUAN RAMIREZ DE VELAZCO|19004
2|5355|EUGENIO RAMIREZ|19005
2|9790|RAMON Y CAJAL|19006
2|9795|RAMOS MEJIA|19008
2|1270|AV DR JOSE M RAMOS MEJIA|19007
2|9800|RAMSAY|19009
2|9805|RANQUELES|19010
2|9810|RASTREADOR FOURNIER|19011
2|9815|RAUCH|4106
2|9820|RAULET|19013
2|9825|RAULIES|19014
2|4600|DR EMILIO RAVIGNANI|19015
2|9830|RAWSON|19016
2|8935|PALESTINA (EX RAWSON)|19016
2|9835|RECONQUISTA|19017
2|9840|RECUERDOS DE PROVINCIA|19018
2|10980|TTE CORONEL CASIMIRO RECUERO|19019
2|1690|AV REGIMIENTO DE PATRICIOS|17034
2|9850|REMEDIOS|19020
2|9855|RENACIMIENTO|19021
2|9860|RENAN|19022
2|9865|RENQUE CURA|19023
2|4685|DR NICOLAS REPETTO|1091
2|9870|REPUBLICA|19024
2|9875|REPUBLICA ARABE SIRIA|13016
2|9885|REPUBLICA DE INDONESIA|19025
2|9890|REPUBLICA DE LA INDIA|19026
2|9900|REPUBLICA DEL LIBANO|
2|9905|REPUBLICA DOMINICANA|19051
2|9910|RESERVISTAS ARGENTINOS|19051
2|9915|RESURECCION|19030
2|11005|TTE GENERAL PABLO RICCHIERI|19032
2|6225|GUSTAVO RICCIO|19031
2|3900|CORONEL RICO|19033
2|1595|AV NORBERTO DE LA RIESTRA|4025
2|9935|RIGLOS|19034
2|9940|RINCON|19035
2|9945|RIO COLORADO|19037
2|9950|RIO CUARTO|19038
2|9955|RIO DE JANEIRO|19039
2|9960|RIO GRANDE|19040
2|9965|RIO LIMAY|19042
2|9970|RIO NEGRO|19102
2|9975|RIO PIEDRAS|19043
2|9980|RIO SALADO|19044
2|9985|RIOBAMBA|19036
2|9120|PASEO DE LOS ARTISTAS|
2|1695|AV RIVADAVIA|19046
2|1165|AV COMOD MARTIN RIVADAVIA|19047
2|8960|PANTALEON RIVAROLA|19048
2|4745|DR RODOLFO RIVAROLA|19049
2|6050|GENERAL RIVAS|19050
2|375|ALFEREZ DE FRAGATA RIVAS|70000
2|5985|GENERAL FRUCTUOSO RIVERA|19052
2|9990|RIVERA INDARTE|19054
2|4700|DR PEDRO IGNACIO RIVERA|19053
2|10005|ROBERTSON|19055
2|1150|AV CORONEL ROCA|19057
2|1440|AV INT RABANAL|19057
2|1655|AV PTE JULIO A ROCA|19058
2|10010|ROCAMORA|19059
2|10015|ROCHA|19060
2|4280|DARDO ROCHA|19061
2|10020|ROCHDALE|19062
2|10025|RODNEY|19063
2|6730|JOSE ENRIQUE RODO|19064
2|10050|RODRIGUEZ ALONSO|19066
2|6410|IGNACIO FERMIN RODRIGUEZ|19067
2|6025|GENERAL MANUEL A RODRIGUEZ|19068
2|8095|MARTIN RODRIGUEZ|19069
2|10055|RODRIGUEZ PENA|19071
2|9400|PIO RODRIGUEZ|19072
2|1700|AV ROENTGEN|19073
2|4540|DR ANGEL H ROFFO|19104
2|3905|CORONEL ROHDE|19074
2|10065|ROJAS|19075
2|4735|DR RICARDO ROJAS|19077
2|1045|AV BELISARIO ROLDAN|19078
2|10070|ROMA|19079
2|10075|ROMERO|19080
2|5657|FRANCISCO ROMERO|
2|4490|DOMINGO ROMERO|19108
2|10530|SGTO EDUARDO ROMERO|19081
2|10085|RONDEAU|19082
2|5675|FRANKLIN D ROOSEVELT|19083
2|1705|AV ROSALES|19084
2|4190|INT CARLOS NOEL|19085
2|10105|ROSARIO|19086
2|10110|ROSARIO DE LA FRONTERA|19087
2|10120|ROSETI|19088
2|6915|JUAN JACOBO ROUSSEAU|10010
2|10125|RUBENS|19089
2|10135|RUFINO|19090
2|10550|SILVIO L RUGGIERI|19091
2|10150|RUIZ DE LOS LLANOS|19092
2|10155|RUIZ HUIDOBRO|19093
2|10160|RUMANIA|19095
2|10170|RUSIA|19096
2|10175|RUSSELL|19097
2|10180|RUY DIAZ DE GUZMAN|19098
2|10190|SAAVEDRA|20001
2|1710|AV SAENZ|20002
2|9645|PTE LUIS SAENZ PEÑA|20003
2|1670|AV PTE ROQUE SAENZ PEÑA|20004
2|665|ANSELMO SAENZ VALIENTE|20005
2|460|ALMIRANTE J P SAENZ VALIENTE|20006
2|6785|JOSE MARIA SAGASTA ISLA|20135
2|10195|SALADILLO|20007
2|10200|SALALA|20008
2|10205|SALAS|20009
2|10210|SALCEDO|20010
2|210|ADOLFO SALDIAS|20011
2|6600|JERONIMO SALGUERO|20012
2|6675|JOSE A SALMUN FEIJOO|20014
2|10215|SALOM|20015
2|10220|SALTA|20017
2|10225|SALTO|20018
2|3910|CORONEL SALVADORES|20019
2|10230|SALVIGNY|20020
2|7875|MANUEL J SAMPERIO|20132
2|10240|SAN ANTONIO|20023
2|10245|SAN ANTONIO DE ARECO|20024
2|10250|SAN BENITO DE PALERMO|20025
2|10255|SAN BLAS|20026
2|10260|SAN CARLOS|20027
2|10265|SAN FRANCISCO|20032
2|10270|SAN FRANCISCO DE ASIS|20033
2|10275|SAN IGNACIO|20035
2|10280|SAN IRENEO|20036
2|1720|AV SAN ISIDRO|20037
2|10285|SAN JOSE|20038
2|10290|SAN JOSE DE CALASANZ|20039
2|1725|AV SAN JUAN|20040
2|1730|AV SAN JUAN B DE LA SALLE|12164
2|10295|SAN LORENZO|20041
2|10300|SAN LUIS|20043
2|10305|SAN MARTIN|20044
2|1735|AV SAN MARTIN|20045
2|10310|SAN MARTIN DE TOURS|20046
2|10315|SAN MATEO|20048
2|10320|SAN NICOLAS|20049
2|10325|SAN PEDRITO|20050
2|10330|SAN PEDRO|20051
2|10335|SAN RICARDO|20052
2|10340|SAN SEBASTIAN|20053
2|10345|SANABRIA|20021
2|10350|SANCHEZ|20028
2|10355|SANCHEZ DE BUSTAMANTE|20029
2|10360|SANCHEZ DE LORIA|12137
2|8125|MARTIRES PALOTINOS|20031
2|10365|SANLUCAR DE BARRAMEDA|20042
2|10370|SANTA CATALINA|20054
2|10375|SANTA CRUZ|20055
2|10380|SANTA ELENA|20056
2|1740|AV SANTA FE|20057
2|10385|SANTA MAGDALENA|20058
2|10390|SANTA MARIA DEL BUEN AIRE|20059
2|10395|SANTA ROSA|20062
2|10400|SANTA TERESA|20063
2|10405|SANTANDER|20061
2|10620|MIGUEL SKENNON|20064
2|10415|SANTIAGO DE CHILE|20065
2|10430|SANTIAGO DEL ESTERO|20066
2|10435|SANTO DOMINGO|20067
2|10440|SANTO TOME|20068
2|10455|SANTOS VEGA|20069
2|10460|SARACHAGA|20070
2|10465|SARANDI|20071
2|10470|SARAVIA|20072
2|10475|SARAZA|20073
2|10480|SARMIENTO|20074
2|1745|AV SARMIENTO|20075
2|7975|MARCOS SASTRE|20079
2|7880|MANUEL NICOLAS SAVIO|20129
2|10485|SAYOS|20080
2|1685|AV RAUL SCALABRINI ORTIZ|20133
2|10030|RODOLFO SCAPINO|20081
2|4850|EDUARDO SCHIAFFINO|20082
2|11075|ULRICO SCHMIDL|20083
2|455|ALMIRANTE F J SEGUI|20085
2|6910|JUAN FRANCISCO SEGUI|20086
2|7980|MARCOS SEGUIN|20087
2|1750|AV SEGUROLA|20088
2|10500|SENILLOSA|20089
2|10505|SERRANO|20090
2|6655|JORGE LUIS BORGES (EX SERRANO)|20090
2|10510|SERVET|20091
2|10515|SEVILLA|20092
2|10535|SHANGHAI|20094
2|10540|SHAKESPEARE|20093
2|10545|SIERRA GRANDE|20095
2|3610|CAYETANO A SILVA|20096
2|10555|SIMBRON|20097
2|10600|SINCLAIR|20098
2|4855|EDUARDO SIVORI|20099
2|10605|SOCRATES|20100
2|10610|SOFIA|20101
2|7905|MANUEL SOLA|20102
2|8040|MARISCAL F SOLANO LOPEZ|3055
2|1755|AV SOLDADO DE LA FRONTERA|20134
2|10615|SOLDADO DE LA INDEPENDENCIA|20103
2|10625|SOLER|20104
2|10630|SOLIS|20106
2|10640|SOMELLERA|20108
2|10650|SORIA|20109
2|5375|EZEQUIEL SORIA|20110
2|10970|TTE CORONEL CARLOS SOURIGUES|20111
2|3495|CARLOS SPEGAZZINI|20112
2|5975|GENERAL ENRIQUE SPIKA|20113
2|3355|CAPITAN SAMUEL SPIRO|20114
2|10655|STEPHENSON|20115
2|380|ALFONSINA STORNI|20116
2|10660|SUAREZ|20118
2|6770|JOSE LEON SUAREZ|20119
2|10665|SUD AMERICA|20121
2|10670|SUECIA|20122
2|10675|SUIPACHA|20123
2|10680|SUIZA|20124
2|9490|PASAJE SUIZO|
2|10685|SUMACA ITATI|20130
2|10690|SUMACA SANTISIMA TRINIDAD|20131
2|10695|SUNCHALES|20126
2|10700|SUPERI|20127
2|3830|CORONEL ANTONIO SUSINI|20128
2|10705|TABARE|21001
2|4470|DIOGENES TABORDA|21002
2|10710|TACUARA|21003
2|10715|TACUARI|21004
2|10720|TAFI|21005
2|10725|TAGLE|21006
2|10730|TALAVERA|21008
2|10735|TALCAHUANO|21009
2|6795|JOSE P TAMBORINI|21010
2|10740|TANDIL|21011
2|10745|TAPALQUE|21012
2|10750|TARIJA|21013
2|10755|TARTAGAL|21013
2|10760|TASSO|21015
2|7020|JUEZ TEDIN|21016
2|10765|TEGUCIGALPA|21017
2|10770|TEJEDOR|21018
2|10775|TEMPERLEY|21020
2|10790|TERRADA|21021
2|10795|TERRERO|21022
2|6680|JOSE A TERRY|21023
2|10800|THAMES|21024
2|6935|JUAN M THOME|21025
2|10805|THOMPSON|21026
2|10810|THORNE|21027
2|10815|TIERRA DEL FUEGO|21028
2|10820|TILCARA|21029
2|10825|TIMBO|21030
2|10830|TIMBUES|21031
2|10840|TINOGASTA|21032
2|10845|TOAY|21033
2|10850|TOBAS|21034
2|10855|TOKIO|21035
2|10860|TOLEDO|21036
2|10865|TOLL|21037
2|10885|TONELERO|21038
2|1310|AV ERNESTO TORNSQUIST|21039
2|10890|TORRENT|21040
2|9635|PTE CAMILO TORRES Y TENORIO|21041
2|880|ARTURO TOSCANINI|21042
2|10895|TOTORAL|21043
2|10900|TRAFUL|21044
2|10905|TREINTA Y TRES ORIENTALES|21045
2|8590|NEMESIO TREJO|21046
2|7900|MANUEL R TRELLES|21047
2|10910|TRENQUE LAUQUEN|21048
2|10915|TRES ARROYOS|21049
2|10920|TRES LOMAS|21051
2|10925|TRES SARGENTOS|21052
2|10930|TREVERIS|21053
2|10935|TRIESTE|21055
2|10945|TRIPOLI|21056
2|1765|AV TRIUNVIRATO|21057
2|10950|TROLE|21058
2|10955|TRONADOR|21059
2|11020|TUCUMAN|21060
2|11025|TUNEZ|21061
2|11030|TUPAC AMARU|21062
2|11035|TUPIZA|21063
2|11040|TURIN|21064
2|11045|TURQUIA|21065
2|11050|TUYU|21066
2|11055|TUYUTI|21067
2|11060|UCACHA|22001
2|1410|AV GUILLERMO UDAONDO|22003
2|7910|MANUEL UGARTE|22020
2|11065|UGARTECHE|22004
2|11070|UKRANIA|22002
2|11080|UNANUE|22006
2|11085|URDANETA|22008
2|11090|URDININEA|22009
2|11095|URIARTE|22010
2|11100|PADRE BERNARDO (EX URIBURU)|22011
2|9640|PTE JOSE EVARISTO URIBURU|22012
2|6045|GENERAL NAPOLEON URIBURU|22021
2|11105|URIEN|22013
2|6055|GENERAL URQUIZA|22014
2|3810|CMRO CLODOMIRO URTUBEY|22019
2|6303|HIROSHIMA|
2|11110|URUGUAY|22015
2|11115|URUNDAY|22016
2|11120|USHUAIA|22017
2|11125|USPALLATA|22018
2|11130|VALDENEGRO|23001
2|11135|VALDERRAMA|23002
2|11140|VALENCIA|23004
2|9495|PASAJE TOMAS VALENCIA|23005
2|11155|VALLE|23007
2|5970|GENERAL DIV J J VALLE|4035
2|11160|VALLEJOS|23009
2|5435|FELIPE VALLESE|23081
2|11165|VALPARAISO|23006
2|6820|JOSE VARAS|23010
2|11170|VARELA|23011
2|6585|JACOBO ADRIAN VARELA|23012
2|6805|JOSE PEDRO VARELA|23013
2|11175|VARSOVIA|23014
2|11180|VAZ FERREIRA|6062
2|11185|VEDIA|23016
2|3500|CARLOS VEGA BELGRANO|23020
2|3865|CORONEL NICETO VEGA|23021
2|9245|PEDRO VELARDE|23027
2|11190|VELAZQUEZ|23029
2|9445|PJE DR BERNARDO VELEZ|23030
2|1785|AV VELEZ SARSFIELD|23031
2|11195|VENECIA|23032
2|11200|VENEZUELA|23033
2|11205|VENIALVO|23034
2|11210|VENTANA|23035
2|11225|VERA|23036
2|11230|VERACRUZ|23037
2|6580|JACINTO VERDAGUER|23038
2|6825|JOSE VERDI|23039
2|1790|AV VERNET|23041
2|11235|VESPUCIO|23043
2|7700|LUIS VIALE|23044
2|11240|VIAMONTE|23045
2|1375|AV GENERAL BENJAMIN VICTORICA|23048
2|8280|MIGUEL CARLOS VICTORICA|23080
2|11300|VIDAL|23049
2|4785|E VIDAL EMERIC|23050
2|11305|VIDELA CASTILLO|23051
2|8635|NICOLAS E VIDELA|23052
2|11310|VIDT|23053
2|11315|VIEJOBUENO|23055
2|11320|VIEL|23056
2|11325|VIENA|23057
2|11330|VIEYRA|23058
2|11335|VIEYTES|23059
2|11340|VIGO|23060
2|8645|NICOLAS VILA|23083
2|10785|TEODORO VILARDEBO|23061
2|11345|VILELA|23062
2|11350|VILLA DE MASNOU|23079
2|11355|VILLA JUNCAL|23065
2|2095|BENJAMIN VILLAFANE|23063
2|11465|WENCESLAO VILLAFANE|23064
2|11360|VILLANUEVA|23066
2|11365|VILLARINO|23067
2|11370|VILLARROEL|23068
2|5960|GENERAL CONRADO E VILLEGAS|23082
2|11375|VINCHINA|23069
2|6015|GENERAL LORENZO VINTTER|23070
2|11380|VIRASORO|23071
2|11150|VALENTIN VIRASORO|23072
2|11385|VIRGILIO|23073
2|11390|VIRREY ARREDONDO|1119
2|11395|VIRREY AVILES|1142
2|11400|VIRREY CEVALLOS|3122
2|11405|VIRREY CISNEROS|3126
2|11410|VIRREY DEL PINO|4049
2|11415|VIRREY LINIERS|12114
2|11420|VIRREY LORETO|12136
2|11425|VIRREY MELO|13066
2|11430|VIRREY OLAGUER Y FELIU|16011
2|1795|AV VIRREY VERTIZ|23042
2|11435|VIRREYES|23074
2|11440|VOLTA|23076
2|11445|VOLTAIRE|23077
2|6980|JUAN VUCETICH|23078
2|11450|VUELTA DE OBLIGADO|16002
2|11455|WAGNER|24001
2|1800|AV WARNES|24002
2|11460|WASHINGTON|24003
2|11470|WHITE|24006
2|4860|EDUARDO WILDE|24004
2|335|ALBERTO WILLIAMS|24005
2|11480|YAPEYU|26001
2|11485|YATAY|26002
2|11490|YERBAL|26003
2|11495|YERUA|26004
2|6300|HIPOLITO YRIGOYEN|26005
2|11500|YRUPE|26008
2|10060|ROGELIO YRURTIA|26006
2|11505|YUGOSLAVIA|26007
2|11510|ZABALA|27001
2|11515|ZADO|27002
2|9220|PEDRO F ZALDIVAR|27003
2|11520|ZAMUDIO|27004
2|11525|ZANARTU|27005
2|3815|CMRO P L ZANNI|27027
2|11530|ZAPALA|27006
2|11535|ZAPATA|27007
2|11540|ZAPIOLA|27008
2|11545|ZARATE|27009
2|11550|ZARRAGA|27011
2|11555|ZAVALETA|27012
2|11560|ZAVALIA|27013
2|5300|ESTANISLAO S ZEBALLOS|27014
2|11565|ZELADA|27015
2|11570|ZELARRAYAN|27016
2|11575|ZELAYA|27017
2|11580|ZENTENO|3113
2|11585|ZEPITA|27018
2|11590|ZINNY|27020
2|5125|EMILIO ZOLA|27021
2|695|ANTONIO L ZOLEZZI|27022
2|9250|PEDRO ZONZA BRIANO|2146
2|3430|CARLOS E ZUBERBUHLER|27024
2|11595|ZURICH|27025
2|11600|ZUVIRIA|27026
2|2527|CALLE 5|
2|2530|CALLE 7|
2|9590|PREFECTURA NAVAL ARGENTINA|
2|2507|CALLE 10|
2|2510|CALLE 12|
2|2515|CALLE 13|
2|2520|CALLE 14|
2|9225|PEDRO LAREDO|12111
2|6270|HERMINIO MASANTONIO|7081
2|8805|OSCAR BONAVENA (EX ELIA)|5032
2|9085|PASAJE PARTICULAR|
2|7000|JUANA MANSO|30061
2|8030|MARIQUITA SANCHEZ DE THOMPSON|30063
2|9845|REGINA PACINI DE ALVEAR|1175
2|11290|VICTORIA OCAMPO|16049
2|10940|TRINIDAD GUEVARA|7136
2|7740|MACACHA GUEMES|7115
2|1855|AZUCENA VILLAFLOR|23484
2|10115|ROSARIO VERA PENALOZA|23485
2|420|ALICIA MOREAU DE JUSTO|30060
2|7005|JUANA MANUELA GORRITI|30062
2|5135|EMMA DE LA BARRA|4516
2|8735|OLGA COSSETTINI|3272
2|9360|PIERINA DEALESSI|4028
2|7920|MANUELA SAENZ|20016
2|8055|MARTA LYNCH|12167
2|7795|MAIZANI AZUCENA|
2|8060|MARTHA SALOTTI|20047
2|9325|PETRONA EYLE|5104
2|5145|ENCARNACION EZCURRA|5105
2|7045|JULIETA LANTERI|12573
2|290|AIME PAINE|1073
2|1295|AV ELVIRA RAWSON DE DELLEPIANE|4098
2|3620|CECILIA GRIERSON|7135
2|10368|SAN PEDRO DE JUJUY|
2|99950|ALAMBRADO|
2|933|AUTOPISTA 25 DE MAYO|
2|935|AUTOPISTA PERITO MORENO|59998
2|940|AUTOPISTA PRESIDENTE UMBERTO ARTURO ILLIA|59994
2|2555|CALLE PEATONAL|
2|9427|PJE BLANCO BARRIO ILLIA|
2|9430|CORINA  KAVANAGH|
2|945|AUTOPISTA  PRESIDENTE H CAMPORA|
2|9447|PJE GUERRA GAUCHA BARRIO RIVADAVIA|
2|9426|PJE BELISARIO ROLDAN B RIVADAVIA|
2|9457|PJE  LAS CARACOLAS BARRIO RIVADAVIA|
2|3240|CALLE S N|
2|99951|PAREDON|
2|7515|LIMITE DE PROPIEDAD|
2|2540|CALLE CENTRAL|
2|10595|AMIGOS DE LAS ARTES|
2|6625|COOKE JOHN W|30020
2|7060|JULIO TROXLER|30021
2|9025|PASAJE B|
2|9035|PASAJE D|
2|9040|PASAJE E|
2|9045|PASAJE F|
2|9050|PASAJE G|
2|9055|PASAJE H|
2|9065|PASAJE J|
2|9070|PASAJE K|
2|9060|PASAJE I|
2|2535|CALLE 9|
2|5395|FACUNDO QUIROGA|
2|99999|SIN NOMBRE|
2|99955|IMAGINARIO|
2|99948|LINEA DE COSTA|
2|99910|FCDFS|
2|99915|FCGBM|
2|99930|FCGSM|
2|99952|LOTE|
2|99936|PASILLO|
2|99900|FCGU|
2|99935|PEATONAL|
2|99920|FCGB|
2|197|ADOLFO BIOY CASARES|20082
2|8662|NUESTRA SEÑORA DE CAACUPE|30137
2|17|14 DE ABRIL|3110
2|8502|MUJERES LUCHADORAS|30136
2|27|17 DE OCTUBRE|3031
2|6962|JUAN PABLO II|30138
2|99970|DIQUE|
2|4635|DR JOAQUIN ZABALA|27010
2|3965|COMBATE DE COSTA BRAVA|
2|4613|DR GERARDO ARMAUER HANSEN|
2|99940|CALLE PROYECTADA|
2|47|23 DE JUNIO|30180
2|4417|DELFO CABRERA|
2|2382|JOSE ZUBIAUR BV OLIMPICO|30181
2|6372|HUMBERTO SELVETTI|
2|337|ALBERTO ZORRILLA|30167
2|6597|JEANETTE CAMPBELL|30169
2|5622|FRANCISCO CAMET|30170
2|322|ALBERTO DEMIDDI|30171
2|3422|CARLOS DIAZ SAENZ VALIENTE|
2|4041|CONVIVENCIA 1|
2|4043|CONVIVENCIA 5|
2|9037|PASAJE DE LOS SUEÑOS|
2|9082|PASAJE LATINOAMERICANO|
2|9057|PASAJE HEBE SAN MARTIN DE DUPRAT|
2|9083|PASAJE MERCOSUR|
2|4723|DR RENE FAVALORO|
2|9073|PASAJE KIKI LESCANO|
2|99925|FCGR|
2|9102|PASAJE UNIDAD|
2|3397|CARLOS A BUSTOS|
2|4272|DANIEL BONIFACIO CHANAMPA|
2|4332|DE LOS NIÑOS|
2|4383|DEL PALO SANTO|
2|4447|DICIEMBRE 1986|
2|4927|EL FERROVIARIO|
2|5067|ELECTRICISTA FEDERICO BUSTAMANTE|
2|5262|ESPERANZA|
2|5658|FRANCISCO TORRES|
2|6873|JUAN CYMES|
2|7048|JULIO ARGENTINO NOBLE|
2|7092|LA ARBOLEDA|
2|7103|LA KANTUTA|
2|7963|MARCELINIO CHAMPAGNAT|
2|8292|MIGUEL REYES BARBOSA|
2|8413|MONSEÑOR VICENTE FAUSTINO ZASPE|
2|8847|OVIDIO GOMEZ|
2|9017|PASAJE 27 DE MAYO|
2|9038|PASAJE DE LOS TRABAJADORES|
2|9042|PASAJE EL ENCUENTRO|
2|9043|PASAJE ERNESTO SABATO|
2|9044|PASAJE ESPERANZA|
2|9081|PASAJE LA ESPERANZA|
2|9084|PASAJE PANAMERICANO|
2|9182|PEATONAL FLOREAL FERRARA|
2|9183|PEATONAL MADRE TERESA DE CALCUTA|
2|10557|SIMON GUERRERO|
2|850|ARROYO|1124
2|135|ACCESO A CERRITO|
2|125|ACCESO A ARENALES|
2|120|ACCESO A ALVEAR|
2|6640|JORGE CAFRUNE (NO OFICIAL)|3275
2|8945|PALO SANTO|
2|9112|PASCUAL PEREZ|
2|9895|REPUBLICA DE SAN MARINO|
2|9095|PASAJE S N|
2|2790|CALLE S N|
2|2795|CALLE S N|
2|2800|CALLE S N|
2|2775|CALLE S N|
2|2780|CALLE S N|
2|2785|CALLE S N|
2|2805|CALLE S N|
2|2825|CALLE S N|
2|2835|CALLE S N|
2|2810|CALLE S N|
2|2815|CALLE S N|
2|2820|CALLE S N|
2|2995|CALLE S N|
2|2975|CALLE S N|
2|2980|CALLE S N|
2|3000|CALLE S N|
2|3020|CALLE S N|
2|3025|CALLE S N|
2|3340|CAP P GIACCHINO|30127
2|2230|BLANCO|
2|9425|PJE AZUL|
2|3010|CALLE S N|
2|3015|CALLE S N|
2|9115|PASEO COSTANERO A ZITARROSA|
2|80040|PASEO COSTANERO|
2|2920|CALLE S N|
2|2925|CALLE S N|
2|140|ACCESO A DONADO|
2|2955|CALLE S N|
2|8885|PADRE CARLOS MUGICA|17156
2|6105|GENERAL JULIO RUIZ MORENO|19094
2|4695|DR OSVALDO EGUIA|5012
2|2695|CALLE S N|
2|2705|CALLE S N|
2|2690|CALLE S N|
2|2670|CALLE S N|
2|8860|PABLO GIORELLO|
2|2665|CALLE S N|
2|9470|PASAJE S N|
2|9475|PASAJE S N|
2|9480|PASAJE S N|
2|2675|CALLE S N|
2|2680|CALLE S N|
2|2755|CALLE S N|
2|2760|CALLE S N|
2|2770|CALLE S N|
2|2765|CALLE S N|
2|2745|CALLE S N|
2|2735|CALLE S N|
2|2590|CALLE S N|
2|2600|CALLE S N|
2|2560|CALLE S N|
2|2565|CALLE S N|
2|2575|CALLE S N|
2|2650|CALLE S N|
2|2615|CALLE S N|
2|2655|CALLE S N|
2|2610|CALLE S N|
2|2970|CALLE S N|
2|2880|CALLE S N|
2|2875|CALLE S N|
2|2900|CALLE S N|
2|2895|CALLE S N|
2|1815|AVDOR ENRIQUE A ROGER|
2|2870|CALLE S N|
2|2845|CALLE S N|
2|80055|ZUFRIATEGUI|
2|2840|CALLE S N|
2|2865|CALLE S N|
2|2860|CALLE S N|
