provincia|calle|nombre_calle|cod_2024
2|4955|EL LITORAL|5035
2|4960|EL MAESTRO|5036
2|4965|EL METODO|5037
2|4970|EL MIRASOL|5038
2|4975|EL MISIONERO|5039
2|4980|EL ÑANDU|5041
2|4985|EL NENE|5040
2|4990|EL PAMPERO|5042
2|4995|EL PEREGRINO|5043
2|5000|EL PROFETA DE LA PAMPA|5044
2|5005|EL QUIJOTE|5045
2|5010|EL RANCHO|5046
2|5015|EL RASTREADOR|5047
2|5020|EL RECADO|5048
2|5025|EL REFRAN|5049
2|5030|EL SALVADOR|5050
2|5035|EL SAUCE|5051
2|5040|EL SERENO|5052
2|5045|EL TALA|5053
2|5050|EL TREBOL|5054
2|5055|EL TROVADOR|5055
2|5060|EL ZONDA|5056
2|5065|EL ZORZAL|5057
2|1290|AV ELCANO|5017
2|5075|ELIA|5032
2|5140|EMPEDRADO|5058
2|3435|CARLOS ENCINA|5059
2|5195|ENSENADA|5060
2|1305|AV ENTRE RIOS|5061
2|5205|EPECUEN|5062
2|5210|EPUYEN|5063
2|5215|ERASMO|5064
2|5220|ERCILLA|5065
2|5225|EREZCANO|5066
2|1315|AV ESCALADA|5067
2|3820|CMTE CELEDONIO ESCALADA|5068
2|5235|ESCOBAR|5070
2|5240|ESCRIBANO|5071
2|5245|ESMERALDA|5072
2|5250|ESNAOLA|5073
2|1320|AV ESPAÑA|5074
2|5255|ESPARTACO|5075
2|5260|ESPARZA|5102
2|5990|GENERAL GERONIMO ESPEJO|5077
2|5265|ESPINILLO|5078
2|5270|ESPINOSA|5079
2|7050|JULIO CORTAZAR|5079
2|5275|ESPRONCEDA|5082
2|3915|CORONEL DE MARINA TOMAS ESPORA|
2|5280|ESQUEL|5083
2|5285|ESQUINA|5084
2|5290|ESQUIU|5085
2|1325|AV ESTADO DE ISRAEL|5086
2|5295|ESTADOS UNIDOS|5087
2|5310|ESTERO BELLACO|5088
2|5315|ESTEVES SAGUI|5089
2|6465|ING JOSE ESTEVEZ|5090
2|5320|ESTIVAO|5091
2|5325|ESTOCOLMO|5092
2|5330|ESTOMBA|5093
2|5335|ESTONIA|5094
2|5340|ESTRADA|5095
2|7010|JUEZ ESTRADA|5096
2|5345|ESTRELLA FEDERAL|5097
2|5350|EUCLIDES|5098
2|5370|EZEIZA|5100
2|5710|GABINO EZEIZA|5101
2|5385|FABRE|6001
2|5390|FACUNDO|6002
2|5470|FERNANDO FADER|6003
2|1460|AV JOSE FAGNANO|6004
2|3890|CORONEL RAMON L FALCON|6006
2|5400|FALUCHO|6007
2|5405|FALUCHO SAN LUIS|6065
2|5410|FAMAILLA|6008
2|5415|FAMATINA|6009
2|5420|FARADAY|6010
2|5425|FECUNDIDAD|6011
2|5450|FERNANDEZ|6012
2|5455|FERNANDEZ BLANCO|6013
2|5460|FERNANDEZ DE ENCISO|6014
2|1335|AV F FERNANDEZ DE LA CRUZ|3195
2|4460|DIEGO FERNANDEZ ESPIRO|6016
2|7745|MACEDONIO FERNANDEZ|6017
2|1915|BALDOMERO FERNANDEZ MORENO|6063
2|5475|FERRARI|6020
2|685|ANTONINO M FERRARI|6021
2|5480|FERRE|6022
2|615|ANDRES FERREYRA|6023
2|5485|FERROCARRIL|6024
2|1650|AV PTE FIGUEROA ALCORTA|6025
2|3835|CORONEL APOLINARIO FIGUEROA|6026
2|5490|FILIBERTO|6027
2|5495|FINLANDIA|6028
2|1095|AV CARLOS J FINLAY|6029
2|4605|DR ENRIQUE FINOCHIETTO|6031
2|4675|DR MARCELO J FITTE|6060
2|5500|FITZ ROY|6032
2|5505|FITZ ROY (NO OFICIAL)|6032
2|5510|FLOR DEL AIRE|13157
2|6060|GENERAL VENANCIO FLORES|6034
2|5525|FLORESTA|6035
2|5530|FLORIDA|6036
2|5535|FONROUGE|6037
2|7690|LUIS JORGE FONTANA|6039
2|1345|AV FOREST|6040
2|5540|FORMOSA|6041
2|5445|FELIX O FOUILLER|6042
2|5550|FOURNIER|6043
2|5555|FRAGA|6044
2|5560|FRAGATA 25 DE MAYO|6064
2|5565|FRAGATA CEFIRO|6045
2|5570|FRAGATA HALCON|6046
2|5575|FRAGATA HERCULES|6047
2|5580|FRAGATA LA ARGENTINA|6048
2|5585|FRAGATA PTE SARMIENTO|6049
2|5590|FRAGATA TRINIDAD|6050
2|5595|FRAGUEIRO|6051
2|5660|FRANCO|6052
2|5670|FRANKLIN|6053
2|5680|FRATERNIDAD|6054
2|5685|FRAY CAYETANO RODRIGUEZ|3107
2|5690|FRAY JUSTO SANTA MARIA DE ORO|16029
2|5695|FRAY LUIS BELTRAN|2054
2|4195|CAP GENERAL RAMON FREIRE|6057
2|5700|FRENCH|6055
2|1145|AV CORONEL MARCELINO E FREYRE|6056
2|10990|TTE GENERAL EUSTAQUIO FRIAS|6058
2|7680|LUIS GAITAN|7004
2|4025|CONSTANTINO GAITO|7005
2|5725|GALENO|7006
2|5730|GALICIA|7012
2|5735|GALILEO|7013
2|5740|GALLARDO|7015
2|1010|AV ANGEL GALLARDO|7016
2|5745|GALLEGOS|7017
2|5750|GALLO|7018
2|4415|DELFIN GALLO|7019
2|5755|GALVAN|7014
2|7865|MANUEL GALVEZ|7116
2|5760|GAMARRA|7020
2|7955|MARCELO GAMBOA|7021
2|5765|GANA|7022
2|5770|GANDARA|7023
2|7780|MAHATMA GANDHI|7024
2|1355|AV GAONA|7025
2|220|AGENTE CEFERINO GARCIA|7027
2|5775|GARCIA DE COSSIO|3181
2|5780|GARCIA DEL RIO|7028
2|10185|S GARCIA GRANDE DE ZEQUEIRA|27019
2|6845|JUAN AGUSTIN GARCIA|7029
2|7870|MANUEL GARCIA|7030
2|470|ALMIRANTE MANUEL J GARCIA|7031
2|1575|AV MARTIN GARCIA|7032
2|3885|CORONEL PEDRO ANDRES GARCIA|7130
2|10780|TEODORO GARCIA|7033
2|3445|CARLOS GARDEL|7034
2|5785|GARIBALDI|7035
2|1360|AV GARMENDIA|7036
2|5790|GARRO|7037
2|5980|GENERAL EUGENIO GARZON|7038
2|5795|GASCON|7039
2|5810|GAVILAN|7040
2|5815|GAZETA DE BUENOS AIRES|12024
2|5820|GELLY|7041
2|1380|AV GENERAL GELLY Y OBES|7042
2|5825|GENA|7043
2|1365|AV GENDARMERIA NACIONAL|7132
2|5830|GENOVA|7044
2|330|ALBERTO GERCHUNOFF|7045
2|5833|GERMAN ABDALA|1169
2|5845|GIBRALTAR|7046
2|5850|GIBSON|7047
2|635|ANGEL M GIMENEZ|7048
2|5860|GINEBRA|7049
2|5865|GIRARDOT|7051
2|5870|GIRIBONE|7052
2|4645|DR JOSE M GIUFFRA|7053
2|5875|GODOY CRUZ|7054
2|10165|RUPERTO GODOY|7055
2|5880|GOLETA FORTUNA|7129
2|5885|GOLETA INVENCIBLE|7128
2|5890|GOLETA JULIA|7117
2|5895|GOLETA JULIET|7125
2|5900|GOLETA MALDONADO|7118
2|5905|GOLETA MANUELITA|7119
2|5910|GOLETA SANTA CRUZ|7120
2|5915|GOLETA SARANDI|7121
2|4650|DR JUAN A GOLFARINI|7056
2|5920|GOMEZ DE FONSECA|6038
2|6435|INDALECIO GOMEZ|7057
2|6865|JUAN CARLOS GOMEZ|7058
2|6610|JOAQUIN GOMEZ SOMAVILLA|7059
2|11145|VALENTIN GOMEZ|7060
2|5925|GONCALVES DIAS|7061
2|6445|ING AGUSTIN GONZALEZ|7062
2|5930|GONZALEZ CATAN|7063
2|200|ADOLFO GONZALEZ CHAVES|7064
2|5085|ELPIDIO GONZALEZ|7065
2|6615|JOAQUIN V GONZALEZ|7066
2|7065|JULIO V GONZALEZ|7067
2|10090|ROQUE GONZALEZ|7068
2|3850|CORONEL JOSE O GORDILLO|7069
2|10835|TIMOTEO GORDILLO|7070
2|5935|GOROSTIAGA|7071
2|5940|GORRITI|7072
2|5945|GOYA|7073
2|1630|AV PEDRO GOYENA|7074
2|9995|AV PARQUE ROBERTO GOYENECHE|17155
2|390|ALFREDO GRAMAJO GUTIERREZ|7126
2|8640|NICOLAS GRANADA|7075
2|3870|CORONEL NICOLAS GRANADA|7076
2|6065|GRANADEROS|7077
2|8085|MARTIN GRANDOLI|7078
2|6195|GUILLERMO E GRANVILLE|7079
2|6070|GRECIA|7080
2|6085|GRITO DE ASENCIO|7081
2|6090|GRIVEO|7082
2|9150|PAUL GROUSSAC|7084
2|6110|GUAL|7085
2|6115|GUALEGUAY|7086
2|6120|GUALEGUAYCHU|7087
2|6125|GUAMINI|7088
2|6130|GUANAHANI|7089
2|6135|GUARANI|7090
2|6140|GUARDIA NACIONAL|7091
2|6145|GUARDIA VIEJA|7092
2|6150|GUATEMALA|7093
2|6155|GUAYAQUIL|7094
2|6160|GUAYMALLEN|7095
2|6165|GUAYQUIRARO|7096
2|6170|GUAYRA|7097
2|6175|GUEMES|7098
2|2450|CONSTANCIO C VIGIL|7099
2|6485|INTENDENTE GUERRICO|7001
2|3825|CONTRALMIRANTE MARTIN GUERRICO|7131
2|6180|GUEVARA|7101
2|6185|GUIDO|7102
2|6190|GUIDO SPANO|7103
2|6205|GUIPUZCOA|7104
2|6490|INTENDENTE GUIRALDES|7105
2|9920|RICARDO GUIRALDES|7106
2|6210|GUISE|7107
2|6215|GURRUCHAGA|7108
2|5165|ENRIQUE GUSTAVINO|7127
2|6230|GUTENBERG|7109
2|4815|EDGARDO GUTIERREZ|7110
2|6945|JUAN MARIA GUTIERREZ|7111
2|9925|RICARDO GUTIERREZ|7112
2|395|ALFREDO GUTTERO|7113
2|6235|GUZMAN|7114
2|6240|HABANA|8001
2|6245|HAITI|8002
2|1995|BASILIO HALL|8003
2|6250|HAMBURGO|8004
2|6255|HAWAI|8005
2|6260|HELGUERA|8007
2|6265|HEREDIA|8008
2|6460|ING ENRIQUE M HERMITTE|8009
2|6275|HERNANDARIAS|8010
2|6735|JOSE HERNANDEZ|8011
2|9770|RAFAEL HERNANDEZ|8012
2|6280|HERRERA|8013
2|1555|AV LUIS DE HERRERA|14004
2|4175|CRISTOBAL M HICKEN|8014
2|6095|CRUCERO GENERAL BELGRANO|3274
2|6285|HIDALGO|8015
2|1970|BARTOLOME HIDALGO|8016
2|6295|HINOJO|8017
2|6305|HOLMBERG|8018
2|6310|HOMERO|8019
2|1415|AV HONDURAS|8020
2|5995|GENERAL HORNOS|8021
2|6325|HORTIGUERA|8022
2|6330|HUALFIN|8023
2|6335|HUAURA|8024
2|6340|HUBAC|8025
2|6345|HUDSON|8026
2|6200|GUILLERMO HUDSON|8027
2|6350|DR DESIDERIO FERNANDO DAVEL|8028
2|6355|HUERGO|8029
2|1430|AV ING HUERGO|8030
2|11275|VICTOR HUGO|8032
2|6360|HUMAHUACA|8033
2|6365|HUMAITA|8034
2|6370|HUMBERTO 1|8035
2|8015|MARIE LANGER|
2|6375|HUMBOLDT|8036
2|6380|HUNGRIA|8037
2|6385|HUSARES|8038
2|6390|IBAÑEZ|9001
2|6395|IBARROLA|9002
2|6400|IBERA|9004
2|6405|ICALMA|9005
2|6415|IGUALDAD|9006
2|6420|IGUAZU|9007
2|6425|INCA|9008
2|6430|INCLAN|9009
2|1420|AV INDEPENDENCIA|9010
2|6440|INDIO|9011
2|6740|JOSE INGENIEROS|9012
2|9452|PASAJE ING JOSE L  DELPINI|
2|30|2 DE ABRIL|9013
2|10490|SEGUNDO INIGO CARRERAS|9014
2|6500|IRALA|9015
2|1450|AV IRAOLA|9016
2|1405|AV GENERAL IRIARTE|9017
2|6505|IRIGOYEN|9018
2|10450|SANTOS IRIGOYEN|9020
2|6510|IRLANDA|9021
2|1425|AV INFANTA ISABEL|9022
2|6515|ISABEL LA CATOLICA|9023
2|6525|ISLANDIA|9024
2|6530|ITALIA|9026
2|6535|ITAQUI|9027
2|6540|ITURRI|9028
2|6545|ITUZAINGO|9029
2|6570|JACARANDA|10001
2|6575|JACHAL|10003
2|500|AMADEO JACQUES|10002
2|550|ANA MARIA JANER|22006
2|6860|JUAN BAUTISTA JANTIN|10004
2|6590|JARAMILLO|10005
2|6595|JEAN JAURES|10006
2|4575|DR EDUARDO JENNER|10007
2|6630|JORGE|10008
2|6990|JUANA DE ARCO|1101
2|2090|BENITO JUAREZ|10011
2|7025|JUFRE|10012
2|7030|AV JUJUY|10013
2|7070|JUNCAL|10014
2|7075|JUNIN|10015
2|7080|JURAMENTO|10017
2|1475|AV JUAN B JUSTO|10018
2|7090|KING|11002
2|4530|DR ALEJANDRO KORN|11003
2|6470|ING JULIO KRAUSE|11004
2|7095|LA BLANQUEADA|12002
2|7100|LA CACHILA|12003
2|7105|LA CALANDRIA|12004
2|7110|LA CAPITAL|12005
2|7115|LA CAUTIVA|12007
2|7120|LA COMUNA|12008
2|7125|LA CONQUISTA|12009
2|7130|LA CONSTANCIA|12010
2|7135|LA CORDILLERA|12011
2|7140|LA DILIGENCIA|12013
2|7145|LA ESPIGA|12015
2|7150|LA FACULTAD|12016
2|7155|LA FONTAINE|12021
2|7160|LA FRONDA|12022
2|7165|LA GALERA|12025
2|7170|P LORENZO B MASSA|12026
2|7175|LA GLORIA|12027
2|7180|LA HAYA|12032
2|7185|LA HUELLA|12033
2|7190|LA HUERTA|12034
2|7195|LA MADRESELVA|12035
2|7200|LA MAR|12037
2|7205|LA MAREA|12039
2|7210|LA MESOPOTAMIA|12042
2|7215|LA NAVE|12044
2|7220|LA NINA|12047
2|7225|LA PAMPA|12168
2|7230|LA PINTA|12052
2|1490|AV LA PLATA|12054
2|7235|LA PORTENA|12055
2|7240|LA QUENA|12057
2|1495|AV LA RABIDA|12051
2|7245|LA RIOJA|12169
2|4640|DR JOSE IGNACIO LA ROSA|12061
2|7250|LA SANTA MARIA|12069
2|7255|LA SELVA|12074
2|7260|LA TRILLA|12083
2|1500|AV LACARRA|12006
2|1340|AV FEDERICO LACROZE|12012
2|7265|LADINES|12014
2|7270|LAFAYETTE|12017
2|7275|LAFINUR|12019
2|5715|GABRIEL LAFOND|12020
2|7280|LAFUENTE|12023
2|3458|LAMITTE CARLOS|
2|7285|LAGOS|12028
2|7685|LUIS GARCIA LAGOS|12029
2|7290|LAGRANGE|12030
2|7295|LAGUNA|12031
2|5115|EMILIO LAMARCA|12038
2|620|ANDRES LAMAS|12040
2|7300|LAMBARE|12041
2|7305|LANCHEROS DEL PLATA|12045
2|7310|LANIN|12046
2|7315|LANUS|12048
2|7320|LANZA|12049
2|7325|LAPACHO|12050
2|7330|LAPLACE|12053
2|7335|LAPRIDA|12056
2|2445|CARLOS SANTIAGO NINO|12060
2|4165|CRISOLOGO LARRALDE|19028
2|1583|AV MIGUEL B SANCHEZ|19028
2|4265|DAMASO LARRANAGA|12062
2|7340|LARRAYA|12063
2|1505|AV LARRAZABAL|12064
2|7345|LARREA|12065
2|5070|ELENA LARROQUE DE ROFFO|19100
2|7350|LARSEN|12067
2|7355|LAS ACACIAS|12068
2|7360|LAS BASES|12070
2|7365|LAS CASAS|12072
2|7370|LAS COLONIAS|12073
2|7375|LAS FLORES|12075
2|1390|AV GENERAL LAS HERAS|12076
2|7380|LAS INDIAS|12077
2|7385|LAS PALMAS|12077
2|7390|LAS PROVINCIAS|12079
2|7395|LAS TUNAS|12082
2|7400|LASCANO|12071
2|465|ALMIRANTE LASSERRE AUGUSTO|12080
2|1510|AV LASTRA|12081
2|7405|LAURELES ARGENTINOS|12084
2|7410|LAUSANA|12085
2|7415|LAUTARO|12086
2|7420|LAVADERO|12172
2|2085|BENITO CORREA|3170
2|7425|LAVALLE|12089
2|7430|LAVALLEJA|12090
2|7435|LAVARDEN|12001
2|2225|LAVAYSSE B J|12087
2|7440|LAVOISIER|12091
2|4740|DR ROBERTO LEVILLIER|
2|10870|TOMAS A LE BRETON|12092
2|8375|MOISES LEBENSOHN|17109
2|4625|DR HONORIO LEGUIZAMON|12093
2|8120|MARTINIANO LEGUIZAMON|12094
2|8770|ONESIMO LEGUIZAMON|12095
2|7445|LEIPZIG|12096
2|7450|LEIVA|12097
2|6010|GENERAL JUAN GREGORIO LEMOS|12098
2|7465|LEONES|12100
2|7470|LEOPARDI|12102
2|7485|LERMA|12103
2|11000|TTE GENERAL N LEVALLE|12104
2|4730|DR RICARDO LEVENE|12166
2|7495|LEZICA|12105
2|7500|LIBERTAD|12106
2|10880|TOMAS LIBERTI|12108
2|7505|LIBRES|12109
2|1525|AV LIBRES DEL SUR|12110
2|1535|AV LILLO|12165
2|7510|LIMA|12112
2|1540|AV LINCOLN|12113
2|7520|LINNEO|12115
2|7525|LISBOA|12116
2|3895|CORONEL RAMON LISTA|12117
2|7530|LITUANIA|12118
2|7535|LIVERPOOL|12119
2|7540|LLAVALLOL|12161
2|7545|LLERENA|12162
2|7550|LLORENTE|12163
2|7555|LOBERIA|12120
2|7560|LOBOS|12121
2|4585|DR ELEODORO LOBOS|12122
2|7565|LOGRONO|12123
2|7567|LOLA MORA|
2|7570|LOMAS DE ZAMORA|12124
2|7575|LONDRES|12125
2|1550|AV LOPE DE VEGA|12126
2|3510|CAROLA LORENZINI|12574
2|4705|DR PEDRO LOPEZ ANAUT|1068
2|3460|CARLOS LOPEZ BUCHARDO|12127
2|3310|CANDIDO LOPEZ|12128
2|3400|CARLOS ANTONIO LOPEZ|12129
2|6965|JUAN PABLO LOPEZ|12130
2|2408|LOPEZ JORGE CABO SEGUNDO|
2|5380|F LOPEZ MERINO|12131
2|11265|VICENTE LOPEZ|12132
2|11260|VICENTE FIDEL LOPEZ|12133
2|5440|FELIX LORA|12134
2|1455|ISIDRO LOREA|12135
2|7580|LOS ALAMOS|30116
2|7585|LOS ANDES|12139
2|7590|LOS CEDROS|30074
2|7595|LOS EUCALIPTOS|30147
2|7600|LOS OLMOS|30149
2|7605|LOS PATOS|12140
2|7610|LOS PIRINEOS|12141
2|7615|LOS RECUERDOS|12142
2|7620|LOS ROBLES|30075
2|7625|LOS TELARES|12143
2|7630|LOS TERRITORIOS|12144
2|7635|LOS TILOS|30148
2|7640|LOYOLA|12145
2|9230|PEDRO LOZANO|12146
2|7645|LUCERO|12148
2|7650|LUCHTER SUR|12149
2|7660|LUGO|12150
2|7665|LUGONES|12151
2|1520|AV LEOPOLDO LUGONES|12152
2|8170|MAYOR A LUISONI|13153
2|9205|PEDRO DE LUJAN|12153
2|7710|LUNA|12154
2|75|ABRAHAM J LUPPI|12155
2|7715|LUXEMBURGO|12156
2|7720|LUZURIAGA|12157
2|7725|LYNCH|12158
2|7730|LYNCH ARRIBALZAGA|12159
2|700|ANTONIO MACHADO|13002
2|7750|MACHAIN|13003
2|5605|FRANCISCO ANTONIO MACIEL|13001
2|7755|MADARIAGA|13004
2|4660|DR JUAN MADERA|13005
2|5650|FRANCISCO MADERNA|13006
2|7760|MADERO|13007
2|1285|AV EDUARDO MADERO|13008
2|7765|MADRID|13009
2|5855|GILARDI GILARDO|13008
2|275|AGUSTIN MAGALDI|13160
2|7770|MAGALLANES|13010
2|355|ALEJANDRO MAGARINOS CERVANTES|13011
2|7775|MAGDALENA|13012
2|7015|JUEZ MAGNAUD|13013
2|7785|MAIPU|13014
2|7790|MAITEN|13015
2|7800|MALABIA|13016
2|7805|MALAGA|13017
2|7815|MALDONADO|13018
2|8070|MARTIN A MALHARRO|13019
2|7820|MALVINAS ARGENTINAS|13020
2|7825|MANAGUA|13021
2|7830|MANCO CAPAC|13022
2|7835|MANDISOBI|13023
2|6020|GENERAL LUCIO N MANSILLA|13025
2|7925|MANZANARES|13026
2|6315|HOMERO MANZI (EX LANZA)|12049
2|7930|MANZONI|13027
2|7940|MAR DEL PLATA|13029
2|7945|MAR DULCE|13030
2|7950|MARACAIBO|13028
2|7480|LEOPOLDO MARECHAL|3040
2|8045|JOSE MARMOL|13032
2|8050|MARSELLA|13033
2|8065|JOSE MARTI|13034
2|8080|MARTIN FIERRO|13035
2|8090|MARTIN PESCADOR|13036
2|8100|MARTINEZ CASTRO|13037
2|8105|MARTINEZ DE HOZ|13039
2|6040|GENERAL ENRIQUE MARTINEZ|13038
2|6900|JUAN E MARTINEZ|13040
2|8145|MARTINEZ MATEO J|13041
2|9500|PLACIDO MARTINEZ|13042
2|8110|MARTINEZ ROSAS|13043
2|11280|VICTOR MARTINEZ|13044
2|4680|DR MARTINEZ ZUVIRIA GUSTAVO|13154
2|8130|MASON|13045
2|8135|MATACO|13046
2|8140|MATANZA|13047
2|8150|MATHEU|13048
2|10960|TTE BENJAMIN MATIENZO|13049
2|8155|MATORRAS|13050
2|5705|G MATORRAS DE SAN MARTIN|13051
2|5840|GIACOMO MATTEOTI|13149
2|8160|MATURIN|13053
2|8165|MAURE|13054
2|8175|MAZA|13055
2|8180|MBURUCUYA|13056
2|3840|CORONEL BENITO MEANA|13057
2|8195|MEDANOS|13058
2|8200|MEDEYROS|13059
2|8205|MEDINA|13060
2|8210|MEDRANO|13061
2|8215|MELGAR|13062
2|1580|AV MELIAN|13063
2|8220|MELINCUE|13064
2|3440|CARLOS F MELO|13065
2|8225|MEMBRILLAR|13067
2|8230|MENDEZ|13156
2|280|AGUSTIN MENDEZ|13068
2|8235|MENDEZ DE ANDES|13069
2|8615|NICANOR MENDEZ|13070
2|8240|MENDOZA|13071
2|8245|MENENDEZ Y PELAYO|13073
2|5130|EMIR MERCADER|20013
2|8250|MERCEDES|13074
2|8255|METAN|13075
2|8260|MEXICO|13076
2|8270|MIGUEL ANGEL|13078
2|8295|MIGUELETES|13079
2|8300|MILAN|13080
2|8305|MILLER|13083
2|8310|MILTON|13081
2|8320|MINONES|13084
2|8325|MIRAFLORES|13085
2|8330|MIRALLA|13086
2|8335|MIRAMAR|13087
2|8340|MIRANDA|13088
2|8345|MIRAVE|13089
2|8350|MIRINAY|13090
2|8355|MIRO|13091
2|875|ARTURO JAURETCHE|13069
2|9455|PJE DE LA MISERICORDIA|1171
2|8360|MISIONES|13092
2|5720|GABRIELA MISTRAL|13093
2|1975|BARTOLOME MITRE|13094
2|5120|EMILIO MITRE|13095
2|8365|MOCORETA|13096
2|8370|MOCTEZUMA|13097
2|350|ALEJANDRO F MOHR|13098
2|8380|MOLDES|13099
2|8385|MOLIERE|13100
2|8390|MOLINA|13101
2|3475|CARLOS MOLINA ARROTEA|13102
2|8395|MOM|13103
2|8400|MOMPOX|13104
2|9535|POLICARPO MOM|13162
2|8405|MONACO|13105
2|8410|MONASTERIO|13106
2|9930|RICARDO MONNER SANS|13107
2|1585|AV MONROE|4111
2|8415|MONTAÑESES|13110
2|8420|MONTE|13111
2|8425|MONTE DINERO|13113
2|8430|MONTEAGUDO|13112
2|4095|CORRALES VIEJOS|3144
2|8435|MONTENEGRO|13114
2|1565|AV MANUEL A MONTES DE OCA|13115
2|11295|VICTORIANO E MONTES|13117
2|8440|MONTESQUIEU|13116
2|8445|MONTEVIDEO|13118
2|8450|MONTIEL|13119
2|8455|MONTREAL|13120
2|1660|AV PTE PEDRO MONTT|13121
2|6950|JUAN MORA FERNANDEZ|13122
2|9235|PEDRO MORAN|13123
2|3480|CARLOS MOREL|13124
2|8460|MORELOS|13125
2|10645|SOR JUANA INES DE LA CRUZ|13125
2|8465|MORENO|13126
2|5150|ENRIQUE B MORENO|13127
2|1470|AV JOSE MARIA MORENO|13128
2|1635|AV PERITO MORENO|4108
2|8470|MORETO|13130
2|8475|MORLOTE|13131
2|8480|MORON|13132
2|4715|DR RAFAEL BIELSA|13131
2|11475|WILLIAM C MORRIS|13133
2|8485|MORSE|13134
2|333|ALBERTO MORTZ|
2|1395|AV GENERAL MOSCONI|13135
2|8490|MOSCU|13136
2|8495|MOUSSY|5103
2|6885|JUAN DE DIOS FILIBERTO|13137
2|8500|MOZART|13138
2|6810|JOSE PIO MUJICA|13139
2|8505|MUÑECAS|13141
2|8510|MUNICH|13140
2|8515|MUÑIZ|13142
2|8520|MURATURE|13143
2|8525|MURCIA|13144
2|8530|MURGUIONDO|13145
2|8535|MURILLO|13146
2|8540|MUTUALISMO|13147
2|3515|CAROLINA MUZILLI|13148
2|8545|NACIONES UNIDAS|14001
2|8550|NAHUEL HUAPI|14035
2|8555|NAMUNCURA|14003
2|8560|ÑANDUTI|15001
2|6920|JUAN JOSE NAON|14005
2|10080|ROMULO NAON|6040
2|8565|NAPOLES|14007
2|8570|NATAL|14008
2|8575|NAVARRO|14009
2|7735|M NAVARRO VIOLA|14010
2|8580|NAZARRE|14011
2|1590|AV NAZCA|14012
2|8585|NECOCHEA|14013
2|8595|NEPPER|14014
2|8600|NEUQUEN|14017
2|8605|NEVADA|14018
2|6660|JORGE NEWBERY|14019
2|8610|NEWTON|14020
2|8620|NICARAGUA|14021
2|8650|NIZA|14022
2|1435|AV INT HERNAN M GIRALT|
2|8655|NOGOYA|14025
2|8660|NORUEGA|14026
2|8665|NUEVA YORK|14027
2|8670|NUEVA ZELANDIA|14028
2|8675|NUMANCIA|14030
2|8680|NUÑEZ|14031
2|8705|OBRERO ROBERTO NUÑEZ|14032
2|8690|O'BRIEN|16004
2|8695|O'GORMAN|16008
2|3262|CAMILA O'GORMAN|16008
2|8685|O HIGGINS|16009
2|7885|MANUEL OBARRIO|16001
2|8700|OBISPO SAN ALBERTO|20022
2|1680|AV RAFAEL OBLIGADO|16003
2|8710|OCEANIA|16006
2|5175|ENRIQUE OCHOA|16007
2|8715|OHM|16010
2|3855|CORONEL MANUEL J OLASCOAGA|16046
2|8720|OLAVARRIA|16012
2|8725|OLAYA|16014
2|1600|AV OLAZABAL|16015
2|8740|OLIDEN|16016
2|1605|AV OLIVERA|16017
2|8745|OLIVIERI|16018
2|8750|OLIVOS|16019
2|1610|AV OLLEROS|16022
2|525|AMBROSIO OLMOS|16021
2|6905|JUAN FRANCISCO OLMOS|16020
2|8760|OMBU|16023
2|8765|ONCATIVO|16024
2|8775|OPORTO|16026
2|11010|TTE MANUEL F ORIGONE|16027
2|8780|ORMA|16028
2|8625|NICASIO ORONO|16030
2|8785|ORTEGA|16031
2|6790|JOSE ORTEGA Y GASSET|16048
2|3485|CARLOS ORTIZ|16032
2|8790|ORTIZ DE OCAMPO|16005
2|10045|RODRIGO ORTIZ DE ZARATE|16033
2|5645|FRANCISCO J ORTIZ|16034
2|9655|PTE ROBERTO M ORTIZ|16045
2|9600|PRES EDUARDO V HAEDO|8041
2|8795|ORURO|16035
2|8800|OSAKA|16036
2|8810|OSLO|16037
2|8815|OSORIO|16038
2|8820|OSTENDE|16039
2|8835|OTAMENDI|16040
2|8840|OTERO|16042
2|8845|OTTAWA|16041
2|8850|OWEN|16043
2|2030|BEATO FEDERICO OZANAM|16044
2|8870|PACHECO|17001
2|6550|J A PACHECO DE MELO|17002
2|8875|PADILLA|17003
2|7890|MANUEL PADILLA|17004
2|8880|PADRE CANAVERY|3047
2|8890|PADRE ENRIQUE CONTARDI|17145
2|8895|PADRE FAHY|6005
2|8900|PADRE FEDERICO GROTE|7083
2|8905|PADRE JUAN B NEUMANN|14016
2|8910|PADRE M L MIGONE|
2|8915|PADRE MONTES CARBALLO|13152
2|8920|PADRE VICENTE RIGONI|
2|8925|PAEZ|17005
2|3880|CORONEL PAGOLA|17006
2|8930|PAILEBOT DAVISON|17007
2|6925|JUAN LEON PALLIERE|17013
2|925|ATHOS PALMA|17008
2|8940|PALMAR|17010
2|9670|PUERTO DE PALOS|17011
2|8950|PALPA|17012
2|8955|PANAMA|17015
2|8965|PARACAS|17016
2|8970|PARAGUAY|17017
2|8975|PARANA|17018
2|8980|PAREJA|17019
2|10235|SAMUEL LAFONE QUEVEDO|12171
2|8985|PARERA|17021
2|8990|PARIS|17022
2|8995|PARKER|17023
2|9000|PAROISSIEN|17024
2|9005|PARRAL|17133
2|9110|PASCO|17027
2|1615|AV PASEO COLON|17028
2|9125|PASO|17029
2|9130|PASO DE LOS LIBRES|17030
2|9135|PASTEUR|17031
2|9140|PATAGONES|17032
